date,date_key,year,quarter,month,month_name,month_short,day_of_month,fiscal_year,fiscal_quarter,fiscal_period_label,is_within_next_12_months,is_past
2019-11-24,20191124,2019,4,11,November,Nov,24,2020,1,FY2020 Q1,False,True
2019-11-26,20191126,2019,4,11,November,Nov,26,2020,1,FY2020 Q1,False,True
2019-11-27,20191127,2019,4,11,November,Nov,27,2020,1,FY2020 Q1,False,True
2019-11-28,20191128,2019,4,11,November,Nov,28,2020,1,FY2020 Q1,False,True
2019-11-29,20191129,2019,4,11,November,Nov,29,2020,1,FY2020 Q1,False,True
2019-11-30,20191130,2019,4,11,November,Nov,30,2020,1,FY2020 Q1,False,True
2019-12-01,20191201,2019,4,12,December,Dec,1,2020,1,FY2020 Q1,False,True
2019-12-02,20191202,2019,4,12,December,Dec,2,2020,1,FY2020 Q1,False,True
2019-12-03,20191203,2019,4,12,December,Dec,3,2020,1,FY2020 Q1,False,True
2019-12-04,20191204,2019,4,12,December,Dec,4,2020,1,FY2020 Q1,False,True
2019-12-05,20191205,2019,4,12,December,Dec,5,2020,1,FY2020 Q1,False,True
2019-12-06,20191206,2019,4,12,December,Dec,6,2020,1,FY2020 Q1,False,True
2019-12-07,20191207,2019,4,12,December,Dec,7,2020,1,FY2020 Q1,False,True
2019-12-08,20191208,2019,4,12,December,Dec,8,2020,1,FY2020 Q1,False,True
2019-12-09,20191209,2019,4,12,December,Dec,9,2020,1,FY2020 Q1,False,True
2019-12-10,20191210,2019,4,12,December,Dec,10,2020,1,FY2020 Q1,False,True
2019-12-12,20191212,2019,4,12,December,Dec,12,2020,1,FY2020 Q1,False,True
2019-12-13,20191213,2019,4,12,December,Dec,13,2020,1,FY2020 Q1,False,True
2019-12-16,20191216,2019,4,12,December,Dec,16,2020,1,FY2020 Q1,False,True
2019-12-17,20191217,2019,4,12,December,Dec,17,2020,1,FY2020 Q1,False,True
2019-12-18,20191218,2019,4,12,December,Dec,18,2020,1,FY2020 Q1,False,True
2019-12-19,20191219,2019,4,12,December,Dec,19,2020,1,FY2020 Q1,False,True
2019-12-20,20191220,2019,4,12,December,Dec,20,2020,1,FY2020 Q1,False,True
2019-12-21,20191221,2019,4,12,December,Dec,21,2020,1,FY2020 Q1,False,True
2019-12-22,20191222,2019,4,12,December,Dec,22,2020,1,FY2020 Q1,False,True
2019-12-23,20191223,2019,4,12,December,Dec,23,2020,1,FY2020 Q1,False,True
2019-12-24,20191224,2019,4,12,December,Dec,24,2020,1,FY2020 Q1,False,True
2019-12-25,20191225,2019,4,12,December,Dec,25,2020,1,FY2020 Q1,False,True
2019-12-26,20191226,2019,4,12,December,Dec,26,2020,1,FY2020 Q1,False,True
2019-12-27,20191227,2019,4,12,December,Dec,27,2020,1,FY2020 Q1,False,True
2019-12-28,20191228,2019,4,12,December,Dec,28,2020,1,FY2020 Q1,False,True
2019-12-29,20191229,2019,4,12,December,Dec,29,2020,1,FY2020 Q1,False,True
2019-12-30,20191230,2019,4,12,December,Dec,30,2020,1,FY2020 Q1,False,True
2019-12-31,20191231,2019,4,12,December,Dec,31,2020,1,FY2020 Q1,False,True
2020-01-01,20200101,2020,1,1,January,Jan,1,2020,2,FY2020 Q2,False,True
2020-01-02,20200102,2020,1,1,January,Jan,2,2020,2,FY2020 Q2,False,True
2020-01-03,20200103,2020,1,1,January,Jan,3,2020,2,FY2020 Q2,False,True
2020-01-04,20200104,2020,1,1,January,Jan,4,2020,2,FY2020 Q2,False,True
2020-01-05,20200105,2020,1,1,January,Jan,5,2020,2,FY2020 Q2,False,True
2020-01-06,20200106,2020,1,1,January,Jan,6,2020,2,FY2020 Q2,False,True
2020-01-07,20200107,2020,1,1,January,Jan,7,2020,2,FY2020 Q2,False,True
2020-01-08,20200108,2020,1,1,January,Jan,8,2020,2,FY2020 Q2,False,True
2020-01-09,20200109,2020,1,1,January,Jan,9,2020,2,FY2020 Q2,False,True
2020-01-10,20200110,2020,1,1,January,Jan,10,2020,2,FY2020 Q2,False,True
2020-01-12,20200112,2020,1,1,January,Jan,12,2020,2,FY2020 Q2,False,True
2020-01-13,20200113,2020,1,1,January,Jan,13,2020,2,FY2020 Q2,False,True
2020-01-14,20200114,2020,1,1,January,Jan,14,2020,2,FY2020 Q2,False,True
2020-01-15,20200115,2020,1,1,January,Jan,15,2020,2,FY2020 Q2,False,True
2020-01-16,20200116,2020,1,1,January,Jan,16,2020,2,FY2020 Q2,False,True
2020-01-18,20200118,2020,1,1,January,Jan,18,2020,2,FY2020 Q2,False,True
2020-01-20,20200120,2020,1,1,January,Jan,20,2020,2,FY2020 Q2,False,True
2020-01-21,20200121,2020,1,1,January,Jan,21,2020,2,FY2020 Q2,False,True
2020-01-22,20200122,2020,1,1,January,Jan,22,2020,2,FY2020 Q2,False,True
2020-01-24,20200124,2020,1,1,January,Jan,24,2020,2,FY2020 Q2,False,True
2020-01-26,20200126,2020,1,1,January,Jan,26,2020,2,FY2020 Q2,False,True
2020-01-27,20200127,2020,1,1,January,Jan,27,2020,2,FY2020 Q2,False,True
2020-01-28,20200128,2020,1,1,January,Jan,28,2020,2,FY2020 Q2,False,True
2020-01-29,20200129,2020,1,1,January,Jan,29,2020,2,FY2020 Q2,False,True
2020-01-30,20200130,2020,1,1,January,Jan,30,2020,2,FY2020 Q2,False,True
2020-01-31,20200131,2020,1,1,January,Jan,31,2020,2,FY2020 Q2,False,True
2020-02-01,20200201,2020,1,2,February,Feb,1,2020,2,FY2020 Q2,False,True
2020-02-02,20200202,2020,1,2,February,Feb,2,2020,2,FY2020 Q2,False,True
2020-02-03,20200203,2020,1,2,February,Feb,3,2020,2,FY2020 Q2,False,True
2020-02-04,20200204,2020,1,2,February,Feb,4,2020,2,FY2020 Q2,False,True
2020-02-06,20200206,2020,1,2,February,Feb,6,2020,2,FY2020 Q2,False,True
2020-02-07,20200207,2020,1,2,February,Feb,7,2020,2,FY2020 Q2,False,True
2020-02-09,20200209,2020,1,2,February,Feb,9,2020,2,FY2020 Q2,False,True
2020-02-10,20200210,2020,1,2,February,Feb,10,2020,2,FY2020 Q2,False,True
2020-02-11,20200211,2020,1,2,February,Feb,11,2020,2,FY2020 Q2,False,True
2020-02-13,20200213,2020,1,2,February,Feb,13,2020,2,FY2020 Q2,False,True
2020-02-14,20200214,2020,1,2,February,Feb,14,2020,2,FY2020 Q2,False,True
2020-02-15,20200215,2020,1,2,February,Feb,15,2020,2,FY2020 Q2,False,True
2020-02-16,20200216,2020,1,2,February,Feb,16,2020,2,FY2020 Q2,False,True
2020-02-17,20200217,2020,1,2,February,Feb,17,2020,2,FY2020 Q2,False,True
2020-02-18,20200218,2020,1,2,February,Feb,18,2020,2,FY2020 Q2,False,True
2020-02-20,20200220,2020,1,2,February,Feb,20,2020,2,FY2020 Q2,False,True
2020-02-21,20200221,2020,1,2,February,Feb,21,2020,2,FY2020 Q2,False,True
2020-02-22,20200222,2020,1,2,February,Feb,22,2020,2,FY2020 Q2,False,True
2020-02-23,20200223,2020,1,2,February,Feb,23,2020,2,FY2020 Q2,False,True
2020-02-24,20200224,2020,1,2,February,Feb,24,2020,2,FY2020 Q2,False,True
2020-02-25,20200225,2020,1,2,February,Feb,25,2020,2,FY2020 Q2,False,True
2020-02-26,20200226,2020,1,2,February,Feb,26,2020,2,FY2020 Q2,False,True
2020-02-28,20200228,2020,1,2,February,Feb,28,2020,2,FY2020 Q2,False,True
2020-02-29,20200229,2020,1,2,February,Feb,29,2020,2,FY2020 Q2,False,True
2020-03-01,20200301,2020,1,3,March,Mar,1,2020,2,FY2020 Q2,False,True
2020-03-02,20200302,2020,1,3,March,Mar,2,2020,2,FY2020 Q2,False,True
2020-03-03,20200303,2020,1,3,March,Mar,3,2020,2,FY2020 Q2,False,True
2020-03-04,20200304,2020,1,3,March,Mar,4,2020,2,FY2020 Q2,False,True
2020-03-05,20200305,2020,1,3,March,Mar,5,2020,2,FY2020 Q2,False,True
2020-03-06,20200306,2020,1,3,March,Mar,6,2020,2,FY2020 Q2,False,True
2020-03-07,20200307,2020,1,3,March,Mar,7,2020,2,FY2020 Q2,False,True
2020-03-11,20200311,2020,1,3,March,Mar,11,2020,2,FY2020 Q2,False,True
2020-03-12,20200312,2020,1,3,March,Mar,12,2020,2,FY2020 Q2,False,True
2020-03-13,20200313,2020,1,3,March,Mar,13,2020,2,FY2020 Q2,False,True
2020-03-14,20200314,2020,1,3,March,Mar,14,2020,2,FY2020 Q2,False,True
2020-03-15,20200315,2020,1,3,March,Mar,15,2020,2,FY2020 Q2,False,True
2020-03-16,20200316,2020,1,3,March,Mar,16,2020,2,FY2020 Q2,False,True
2020-03-17,20200317,2020,1,3,March,Mar,17,2020,2,FY2020 Q2,False,True
2020-03-20,20200320,2020,1,3,March,Mar,20,2020,2,FY2020 Q2,False,True
2020-03-21,20200321,2020,1,3,March,Mar,21,2020,2,FY2020 Q2,False,True
2020-03-22,20200322,2020,1,3,March,Mar,22,2020,2,FY2020 Q2,False,True
2020-03-23,20200323,2020,1,3,March,Mar,23,2020,2,FY2020 Q2,False,True
2020-03-24,20200324,2020,1,3,March,Mar,24,2020,2,FY2020 Q2,False,True
2020-03-25,20200325,2020,1,3,March,Mar,25,2020,2,FY2020 Q2,False,True
2020-03-26,20200326,2020,1,3,March,Mar,26,2020,2,FY2020 Q2,False,True
2020-03-27,20200327,2020,1,3,March,Mar,27,2020,2,FY2020 Q2,False,True
2020-03-28,20200328,2020,1,3,March,Mar,28,2020,2,FY2020 Q2,False,True
2020-03-29,20200329,2020,1,3,March,Mar,29,2020,2,FY2020 Q2,False,True
2020-03-30,20200330,2020,1,3,March,Mar,30,2020,2,FY2020 Q2,False,True
2020-03-31,20200331,2020,1,3,March,Mar,31,2020,2,FY2020 Q2,False,True
2020-04-01,20200401,2020,2,4,April,Apr,1,2020,3,FY2020 Q3,False,True
2020-04-02,20200402,2020,2,4,April,Apr,2,2020,3,FY2020 Q3,False,True
2020-04-03,20200403,2020,2,4,April,Apr,3,2020,3,FY2020 Q3,False,True
2020-04-05,20200405,2020,2,4,April,Apr,5,2020,3,FY2020 Q3,False,True
2020-04-06,20200406,2020,2,4,April,Apr,6,2020,3,FY2020 Q3,False,True
2020-04-07,20200407,2020,2,4,April,Apr,7,2020,3,FY2020 Q3,False,True
2020-04-09,20200409,2020,2,4,April,Apr,9,2020,3,FY2020 Q3,False,True
2020-04-10,20200410,2020,2,4,April,Apr,10,2020,3,FY2020 Q3,False,True
2020-04-11,20200411,2020,2,4,April,Apr,11,2020,3,FY2020 Q3,False,True
2020-04-12,20200412,2020,2,4,April,Apr,12,2020,3,FY2020 Q3,False,True
2020-04-14,20200414,2020,2,4,April,Apr,14,2020,3,FY2020 Q3,False,True
2020-04-15,20200415,2020,2,4,April,Apr,15,2020,3,FY2020 Q3,False,True
2020-04-16,20200416,2020,2,4,April,Apr,16,2020,3,FY2020 Q3,False,True
2020-04-17,20200417,2020,2,4,April,Apr,17,2020,3,FY2020 Q3,False,True
2020-04-19,20200419,2020,2,4,April,Apr,19,2020,3,FY2020 Q3,False,True
2020-04-21,20200421,2020,2,4,April,Apr,21,2020,3,FY2020 Q3,False,True
2020-04-22,20200422,2020,2,4,April,Apr,22,2020,3,FY2020 Q3,False,True
2020-04-23,20200423,2020,2,4,April,Apr,23,2020,3,FY2020 Q3,False,True
2020-04-26,20200426,2020,2,4,April,Apr,26,2020,3,FY2020 Q3,False,True
2020-04-27,20200427,2020,2,4,April,Apr,27,2020,3,FY2020 Q3,False,True
2020-04-28,20200428,2020,2,4,April,Apr,28,2020,3,FY2020 Q3,False,True
2020-04-29,20200429,2020,2,4,April,Apr,29,2020,3,FY2020 Q3,False,True
2020-04-30,20200430,2020,2,4,April,Apr,30,2020,3,FY2020 Q3,False,True
2020-05-01,20200501,2020,2,5,May,May,1,2020,3,FY2020 Q3,False,True
2020-05-02,20200502,2020,2,5,May,May,2,2020,3,FY2020 Q3,False,True
2020-05-03,20200503,2020,2,5,May,May,3,2020,3,FY2020 Q3,False,True
2020-05-04,20200504,2020,2,5,May,May,4,2020,3,FY2020 Q3,False,True
2020-05-06,20200506,2020,2,5,May,May,6,2020,3,FY2020 Q3,False,True
2020-05-07,20200507,2020,2,5,May,May,7,2020,3,FY2020 Q3,False,True
2020-05-08,20200508,2020,2,5,May,May,8,2020,3,FY2020 Q3,False,True
2020-05-10,20200510,2020,2,5,May,May,10,2020,3,FY2020 Q3,False,True
2020-05-11,20200511,2020,2,5,May,May,11,2020,3,FY2020 Q3,False,True
2020-05-12,20200512,2020,2,5,May,May,12,2020,3,FY2020 Q3,False,True
2020-05-13,20200513,2020,2,5,May,May,13,2020,3,FY2020 Q3,False,True
2020-05-14,20200514,2020,2,5,May,May,14,2020,3,FY2020 Q3,False,True
2020-05-16,20200516,2020,2,5,May,May,16,2020,3,FY2020 Q3,False,True
2020-05-17,20200517,2020,2,5,May,May,17,2020,3,FY2020 Q3,False,True
2020-05-19,20200519,2020,2,5,May,May,19,2020,3,FY2020 Q3,False,True
2020-05-20,20200520,2020,2,5,May,May,20,2020,3,FY2020 Q3,False,True
2020-05-21,20200521,2020,2,5,May,May,21,2020,3,FY2020 Q3,False,True
2020-05-22,20200522,2020,2,5,May,May,22,2020,3,FY2020 Q3,False,True
2020-05-25,20200525,2020,2,5,May,May,25,2020,3,FY2020 Q3,False,True
2020-05-26,20200526,2020,2,5,May,May,26,2020,3,FY2020 Q3,False,True
2020-05-28,20200528,2020,2,5,May,May,28,2020,3,FY2020 Q3,False,True
2020-05-29,20200529,2020,2,5,May,May,29,2020,3,FY2020 Q3,False,True
2020-05-30,20200530,2020,2,5,May,May,30,2020,3,FY2020 Q3,False,True
2020-05-31,20200531,2020,2,5,May,May,31,2020,3,FY2020 Q3,False,True
2020-06-01,20200601,2020,2,6,June,Jun,1,2020,3,FY2020 Q3,False,True
2020-06-02,20200602,2020,2,6,June,Jun,2,2020,3,FY2020 Q3,False,True
2020-06-03,20200603,2020,2,6,June,Jun,3,2020,3,FY2020 Q3,False,True
2020-06-04,20200604,2020,2,6,June,Jun,4,2020,3,FY2020 Q3,False,True
2020-06-05,20200605,2020,2,6,June,Jun,5,2020,3,FY2020 Q3,False,True
2020-06-06,20200606,2020,2,6,June,Jun,6,2020,3,FY2020 Q3,False,True
2020-06-09,20200609,2020,2,6,June,Jun,9,2020,3,FY2020 Q3,False,True
2020-06-10,20200610,2020,2,6,June,Jun,10,2020,3,FY2020 Q3,False,True
2020-06-11,20200611,2020,2,6,June,Jun,11,2020,3,FY2020 Q3,False,True
2020-06-13,20200613,2020,2,6,June,Jun,13,2020,3,FY2020 Q3,False,True
2020-06-14,20200614,2020,2,6,June,Jun,14,2020,3,FY2020 Q3,False,True
2020-06-15,20200615,2020,2,6,June,Jun,15,2020,3,FY2020 Q3,False,True
2020-06-16,20200616,2020,2,6,June,Jun,16,2020,3,FY2020 Q3,False,True
2020-06-17,20200617,2020,2,6,June,Jun,17,2020,3,FY2020 Q3,False,True
2020-06-18,20200618,2020,2,6,June,Jun,18,2020,3,FY2020 Q3,False,True
2020-06-19,20200619,2020,2,6,June,Jun,19,2020,3,FY2020 Q3,False,True
2020-06-20,20200620,2020,2,6,June,Jun,20,2020,3,FY2020 Q3,False,True
2020-06-23,20200623,2020,2,6,June,Jun,23,2020,3,FY2020 Q3,False,True
2020-06-25,20200625,2020,2,6,June,Jun,25,2020,3,FY2020 Q3,False,True
2020-06-26,20200626,2020,2,6,June,Jun,26,2020,3,FY2020 Q3,False,True
2020-06-27,20200627,2020,2,6,June,Jun,27,2020,3,FY2020 Q3,False,True
2020-06-28,20200628,2020,2,6,June,Jun,28,2020,3,FY2020 Q3,False,True
2020-06-29,20200629,2020,2,6,June,Jun,29,2020,3,FY2020 Q3,False,True
2020-06-30,20200630,2020,2,6,June,Jun,30,2020,3,FY2020 Q3,False,True
2020-07-01,20200701,2020,3,7,July,Jul,1,2020,4,FY2020 Q4,False,True
2020-07-02,20200702,2020,3,7,July,Jul,2,2020,4,FY2020 Q4,False,True
2020-07-03,20200703,2020,3,7,July,Jul,3,2020,4,FY2020 Q4,False,True
2020-07-04,20200704,2020,3,7,July,Jul,4,2020,4,FY2020 Q4,False,True
2020-07-05,20200705,2020,3,7,July,Jul,5,2020,4,FY2020 Q4,False,True
2020-07-06,20200706,2020,3,7,July,Jul,6,2020,4,FY2020 Q4,False,True
2020-07-07,20200707,2020,3,7,July,Jul,7,2020,4,FY2020 Q4,False,True
2020-07-09,20200709,2020,3,7,July,Jul,9,2020,4,FY2020 Q4,False,True
2020-07-10,20200710,2020,3,7,July,Jul,10,2020,4,FY2020 Q4,False,True
2020-07-11,20200711,2020,3,7,July,Jul,11,2020,4,FY2020 Q4,False,True
2020-07-13,20200713,2020,3,7,July,Jul,13,2020,4,FY2020 Q4,False,True
2020-07-14,20200714,2020,3,7,July,Jul,14,2020,4,FY2020 Q4,False,True
2020-07-15,20200715,2020,3,7,July,Jul,15,2020,4,FY2020 Q4,False,True
2020-07-16,20200716,2020,3,7,July,Jul,16,2020,4,FY2020 Q4,False,True
2020-07-17,20200717,2020,3,7,July,Jul,17,2020,4,FY2020 Q4,False,True
2020-07-18,20200718,2020,3,7,July,Jul,18,2020,4,FY2020 Q4,False,True
2020-07-19,20200719,2020,3,7,July,Jul,19,2020,4,FY2020 Q4,False,True
2020-07-20,20200720,2020,3,7,July,Jul,20,2020,4,FY2020 Q4,False,True
2020-07-21,20200721,2020,3,7,July,Jul,21,2020,4,FY2020 Q4,False,True
2020-07-23,20200723,2020,3,7,July,Jul,23,2020,4,FY2020 Q4,False,True
2020-07-24,20200724,2020,3,7,July,Jul,24,2020,4,FY2020 Q4,False,True
2020-07-25,20200725,2020,3,7,July,Jul,25,2020,4,FY2020 Q4,False,True
2020-07-26,20200726,2020,3,7,July,Jul,26,2020,4,FY2020 Q4,False,True
2020-07-27,20200727,2020,3,7,July,Jul,27,2020,4,FY2020 Q4,False,True
2020-07-28,20200728,2020,3,7,July,Jul,28,2020,4,FY2020 Q4,False,True
2020-07-29,20200729,2020,3,7,July,Jul,29,2020,4,FY2020 Q4,False,True
2020-07-30,20200730,2020,3,7,July,Jul,30,2020,4,FY2020 Q4,False,True
2020-07-31,20200731,2020,3,7,July,Jul,31,2020,4,FY2020 Q4,False,True
2020-08-01,20200801,2020,3,8,August,Aug,1,2020,4,FY2020 Q4,False,True
2020-08-02,20200802,2020,3,8,August,Aug,2,2020,4,FY2020 Q4,False,True
2020-08-03,20200803,2020,3,8,August,Aug,3,2020,4,FY2020 Q4,False,True
2020-08-04,20200804,2020,3,8,August,Aug,4,2020,4,FY2020 Q4,False,True
2020-08-05,20200805,2020,3,8,August,Aug,5,2020,4,FY2020 Q4,False,True
2020-08-06,20200806,2020,3,8,August,Aug,6,2020,4,FY2020 Q4,False,True
2020-08-07,20200807,2020,3,8,August,Aug,7,2020,4,FY2020 Q4,False,True
2020-08-08,20200808,2020,3,8,August,Aug,8,2020,4,FY2020 Q4,False,True
2020-08-09,20200809,2020,3,8,August,Aug,9,2020,4,FY2020 Q4,False,True
2020-08-10,20200810,2020,3,8,August,Aug,10,2020,4,FY2020 Q4,False,True
2020-08-11,20200811,2020,3,8,August,Aug,11,2020,4,FY2020 Q4,False,True
2020-08-12,20200812,2020,3,8,August,Aug,12,2020,4,FY2020 Q4,False,True
2020-08-13,20200813,2020,3,8,August,Aug,13,2020,4,FY2020 Q4,False,True
2020-08-14,20200814,2020,3,8,August,Aug,14,2020,4,FY2020 Q4,False,True
2020-08-15,20200815,2020,3,8,August,Aug,15,2020,4,FY2020 Q4,False,True
2020-08-16,20200816,2020,3,8,August,Aug,16,2020,4,FY2020 Q4,False,True
2020-08-17,20200817,2020,3,8,August,Aug,17,2020,4,FY2020 Q4,False,True
2020-08-18,20200818,2020,3,8,August,Aug,18,2020,4,FY2020 Q4,False,True
2020-08-19,20200819,2020,3,8,August,Aug,19,2020,4,FY2020 Q4,False,True
2020-08-20,20200820,2020,3,8,August,Aug,20,2020,4,FY2020 Q4,False,True
2020-08-21,20200821,2020,3,8,August,Aug,21,2020,4,FY2020 Q4,False,True
2020-08-22,20200822,2020,3,8,August,Aug,22,2020,4,FY2020 Q4,False,True
2020-08-23,20200823,2020,3,8,August,Aug,23,2020,4,FY2020 Q4,False,True
2020-08-24,20200824,2020,3,8,August,Aug,24,2020,4,FY2020 Q4,False,True
2020-08-25,20200825,2020,3,8,August,Aug,25,2020,4,FY2020 Q4,False,True
2020-08-26,20200826,2020,3,8,August,Aug,26,2020,4,FY2020 Q4,False,True
2020-08-27,20200827,2020,3,8,August,Aug,27,2020,4,FY2020 Q4,False,True
2020-08-28,20200828,2020,3,8,August,Aug,28,2020,4,FY2020 Q4,False,True
2020-08-29,20200829,2020,3,8,August,Aug,29,2020,4,FY2020 Q4,False,True
2020-08-30,20200830,2020,3,8,August,Aug,30,2020,4,FY2020 Q4,False,True
2020-08-31,20200831,2020,3,8,August,Aug,31,2020,4,FY2020 Q4,False,True
2020-09-01,20200901,2020,3,9,September,Sep,1,2020,4,FY2020 Q4,False,True
2020-09-02,20200902,2020,3,9,September,Sep,2,2020,4,FY2020 Q4,False,True
2020-09-03,20200903,2020,3,9,September,Sep,3,2020,4,FY2020 Q4,False,True
2020-09-04,20200904,2020,3,9,September,Sep,4,2020,4,FY2020 Q4,False,True
2020-09-05,20200905,2020,3,9,September,Sep,5,2020,4,FY2020 Q4,False,True
2020-09-08,20200908,2020,3,9,September,Sep,8,2020,4,FY2020 Q4,False,True
2020-09-09,20200909,2020,3,9,September,Sep,9,2020,4,FY2020 Q4,False,True
2020-09-10,20200910,2020,3,9,September,Sep,10,2020,4,FY2020 Q4,False,True
2020-09-11,20200911,2020,3,9,September,Sep,11,2020,4,FY2020 Q4,False,True
2020-09-12,20200912,2020,3,9,September,Sep,12,2020,4,FY2020 Q4,False,True
2020-09-13,20200913,2020,3,9,September,Sep,13,2020,4,FY2020 Q4,False,True
2020-09-14,20200914,2020,3,9,September,Sep,14,2020,4,FY2020 Q4,False,True
2020-09-15,20200915,2020,3,9,September,Sep,15,2020,4,FY2020 Q4,False,True
2020-09-16,20200916,2020,3,9,September,Sep,16,2020,4,FY2020 Q4,False,True
2020-09-17,20200917,2020,3,9,September,Sep,17,2020,4,FY2020 Q4,False,True
2020-09-18,20200918,2020,3,9,September,Sep,18,2020,4,FY2020 Q4,False,True
2020-09-19,20200919,2020,3,9,September,Sep,19,2020,4,FY2020 Q4,False,True
2020-09-20,20200920,2020,3,9,September,Sep,20,2020,4,FY2020 Q4,False,True
2020-09-21,20200921,2020,3,9,September,Sep,21,2020,4,FY2020 Q4,False,True
2020-09-22,20200922,2020,3,9,September,Sep,22,2020,4,FY2020 Q4,False,True
2020-09-23,20200923,2020,3,9,September,Sep,23,2020,4,FY2020 Q4,False,True
2020-09-24,20200924,2020,3,9,September,Sep,24,2020,4,FY2020 Q4,False,True
2020-09-25,20200925,2020,3,9,September,Sep,25,2020,4,FY2020 Q4,False,True
2020-09-26,20200926,2020,3,9,September,Sep,26,2020,4,FY2020 Q4,False,True
2020-09-27,20200927,2020,3,9,September,Sep,27,2020,4,FY2020 Q4,False,True
2020-09-28,20200928,2020,3,9,September,Sep,28,2020,4,FY2020 Q4,False,True
2020-09-29,20200929,2020,3,9,September,Sep,29,2020,4,FY2020 Q4,False,True
2020-09-30,20200930,2020,3,9,September,Sep,30,2020,4,FY2020 Q4,False,True
2020-10-01,20201001,2020,4,10,October,Oct,1,2021,1,FY2021 Q1,False,True
2020-10-02,20201002,2020,4,10,October,Oct,2,2021,1,FY2021 Q1,False,True
2020-10-03,20201003,2020,4,10,October,Oct,3,2021,1,FY2021 Q1,False,True
2020-10-04,20201004,2020,4,10,October,Oct,4,2021,1,FY2021 Q1,False,True
2020-10-05,20201005,2020,4,10,October,Oct,5,2021,1,FY2021 Q1,False,True
2020-10-06,20201006,2020,4,10,October,Oct,6,2021,1,FY2021 Q1,False,True
2020-10-07,20201007,2020,4,10,October,Oct,7,2021,1,FY2021 Q1,False,True
2020-10-08,20201008,2020,4,10,October,Oct,8,2021,1,FY2021 Q1,False,True
2020-10-09,20201009,2020,4,10,October,Oct,9,2021,1,FY2021 Q1,False,True
2020-10-10,20201010,2020,4,10,October,Oct,10,2021,1,FY2021 Q1,False,True
2020-10-11,20201011,2020,4,10,October,Oct,11,2021,1,FY2021 Q1,False,True
2020-10-12,20201012,2020,4,10,October,Oct,12,2021,1,FY2021 Q1,False,True
2020-10-14,20201014,2020,4,10,October,Oct,14,2021,1,FY2021 Q1,False,True
2020-10-15,20201015,2020,4,10,October,Oct,15,2021,1,FY2021 Q1,False,True
2020-10-16,20201016,2020,4,10,October,Oct,16,2021,1,FY2021 Q1,False,True
2020-10-17,20201017,2020,4,10,October,Oct,17,2021,1,FY2021 Q1,False,True
2020-10-18,20201018,2020,4,10,October,Oct,18,2021,1,FY2021 Q1,False,True
2020-10-19,20201019,2020,4,10,October,Oct,19,2021,1,FY2021 Q1,False,True
2020-10-20,20201020,2020,4,10,October,Oct,20,2021,1,FY2021 Q1,False,True
2020-10-21,20201021,2020,4,10,October,Oct,21,2021,1,FY2021 Q1,False,True
2020-10-22,20201022,2020,4,10,October,Oct,22,2021,1,FY2021 Q1,False,True
2020-10-23,20201023,2020,4,10,October,Oct,23,2021,1,FY2021 Q1,False,True
2020-10-25,20201025,2020,4,10,October,Oct,25,2021,1,FY2021 Q1,False,True
2020-10-26,20201026,2020,4,10,October,Oct,26,2021,1,FY2021 Q1,False,True
2020-10-27,20201027,2020,4,10,October,Oct,27,2021,1,FY2021 Q1,False,True
2020-10-28,20201028,2020,4,10,October,Oct,28,2021,1,FY2021 Q1,False,True
2020-10-29,20201029,2020,4,10,October,Oct,29,2021,1,FY2021 Q1,False,True
2020-10-30,20201030,2020,4,10,October,Oct,30,2021,1,FY2021 Q1,False,True
2020-10-31,20201031,2020,4,10,October,Oct,31,2021,1,FY2021 Q1,False,True
2020-11-01,20201101,2020,4,11,November,Nov,1,2021,1,FY2021 Q1,False,True
2020-11-02,20201102,2020,4,11,November,Nov,2,2021,1,FY2021 Q1,False,True
2020-11-03,20201103,2020,4,11,November,Nov,3,2021,1,FY2021 Q1,False,True
2020-11-06,20201106,2020,4,11,November,Nov,6,2021,1,FY2021 Q1,False,True
2020-11-07,20201107,2020,4,11,November,Nov,7,2021,1,FY2021 Q1,False,True
2020-11-08,20201108,2020,4,11,November,Nov,8,2021,1,FY2021 Q1,False,True
2020-11-09,20201109,2020,4,11,November,Nov,9,2021,1,FY2021 Q1,False,True
2020-11-10,20201110,2020,4,11,November,Nov,10,2021,1,FY2021 Q1,False,True
2020-11-12,20201112,2020,4,11,November,Nov,12,2021,1,FY2021 Q1,False,True
2020-11-13,20201113,2020,4,11,November,Nov,13,2021,1,FY2021 Q1,False,True
2020-11-14,20201114,2020,4,11,November,Nov,14,2021,1,FY2021 Q1,False,True
2020-11-15,20201115,2020,4,11,November,Nov,15,2021,1,FY2021 Q1,False,True
2020-11-17,20201117,2020,4,11,November,Nov,17,2021,1,FY2021 Q1,False,True
2020-11-18,20201118,2020,4,11,November,Nov,18,2021,1,FY2021 Q1,False,True
2020-11-19,20201119,2020,4,11,November,Nov,19,2021,1,FY2021 Q1,False,True
2020-11-20,20201120,2020,4,11,November,Nov,20,2021,1,FY2021 Q1,False,True
2020-11-22,20201122,2020,4,11,November,Nov,22,2021,1,FY2021 Q1,False,True
2020-11-23,20201123,2020,4,11,November,Nov,23,2021,1,FY2021 Q1,False,True
2020-11-24,20201124,2020,4,11,November,Nov,24,2021,1,FY2021 Q1,False,True
2020-11-25,20201125,2020,4,11,November,Nov,25,2021,1,FY2021 Q1,False,True
