candidate_id,linked_notice_id,linked_notice_type,link_confidence,link_reason
RC-CONT_AWD_FA877022FB007_9700_N6600119A0049_9700,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_FA877022FB010_9700_NNG15SC59B_8000,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_FA877022FB011_9700_NNG15SC33B_8000,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_FA877022FB023_9700_NNG15SC59B_8000,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_FA877023CB003_9700_-NONE-_-NONE-,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_FA877023F0502_9700_FA877020D0501_9700,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_FA877023F0503_9700_FA877020D0501_9700,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_FA877023FB018_9700_FA877019D0517_9700,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_FA877023FB028_9700_GS00F043CA_4732,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_FA877024CB002_9700_-NONE-_-NONE-,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_FA877024CB006_9700_-NONE-_-NONE-,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_FA877024FB028_9700_FA877120D0006_9700,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_FA877025FB015_9700_FA877025DB004_9700,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_FA877116C0007_9700_-NONE-_-NONE-,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_FA877116F0020_9700_FA877112D1006_9700,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_FA877117F0010_9700_GS06F1017Z_4732,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_FA877117F0024_9700_GS00Q09BGD0020_4735,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_FA877118C0009_9700_-NONE-_-NONE-,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_FA877118F1020_9700_FA877112D1006_9700,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_FA877119C0007_9700_-NONE-_-NONE-,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_FA877119F0009_9700_GS06F0693Z_4732,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_FA877119F1006_9700_FA877112D1010_9700,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_FA877119F1010_9700_NNG15SD00B_8000,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_FA877120F0066_9700_NNG15SC79B_8000,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_FA877121FG014_9700_NNG15SC27B_8000,,,No Match,Only match(es) posted outside the recency window around this award's expiration
RC-CONT_AWD_FA877122C0001_9700_-NONE-_-NONE-,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_FA877122C0009_9700_-NONE-_-NONE-,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_FA877122C0013_9700_-NONE-_-NONE-,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_FA877122F0027_9700_FA877120D0005_9700,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_FA877123C0008_9700_-NONE-_-NONE-,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_FA877123F0076_9700_NNG15SC81B_8000,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_FA877123F0102_9700_NNG15SC23B_8000,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_FA877123F0105_9700_FA877122D0005_9700,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_FA877123F0107_9700_NNG15SD04B_8000,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_FA877123F0115_9700_FA877121DG001_9700,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_FA877123F0147_9700_FA877122D0005_9700,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_FA877124F0034_9700_FA877122D0002_9700,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_FA877124F0037_9700_47QTCA18D00AR_4732,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_FA877124F0110_9700_FA877122D0005_9700,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_FA877124F0124_9700_FA877122D0002_9700,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_FA877124F0143_9700_FA877121DG001_9700,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_FA877124F0149_9700_FA877121DG001_9700,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_FA877124F0159_9700_FA877122D0001_9700,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_FA877124F0167_9700_FA877124D0003_9700,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_FA877125F0001_9700_FA877120D0004_9700,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_FA877125F0036_9700_FA877122D0002_9700,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_FA877125F0067_9700_FA877122D0003_9700,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_FA877125F0070_9700_FA877122D0002_9700,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_FA877125F0145_9700_FA877122D0005_9700,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_FA877126F0003_9700_FA877121DG001_9700,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_FA877126F0016_9700_FA877122D0002_9700,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_FA877216F1006_9700_FA877111D1006_9700,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_FA877218C0001_9700_-NONE-_-NONE-,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_FA877218F0005_9700_FA877111D1006_9700,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_FA877218F0042_9700_FA877111D1006_9700,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_FA877218F1022_9700_FA877112D1001_9700,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_FA877219F0009_9700_FA877111D1006_9700,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_FA877219F0019_9700_FA877111D1006_9700,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_FA877219F0028_9700_FA877111D1006_9700,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_FA877219F0036_9700_FA877111D1006_9700,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_FA877220C0001_9700_-NONE-_-NONE-,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_FA877220F0017_9700_NNG15SC27B_8000,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_FA877220F0022_9700_GS00Q17GWD2137_4732,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_FA877221F0005_9700_NNG15SD42B_8000,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_FA877221F0011_9700_GS35F0002V_4730,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_FA877221P0018_9700_-NONE-_-NONE-,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_FA877222F0004_9700_FA877120D0008_9700,7c40cf1e85dc431a84764f1b686f34f1,Solicitation,Medium,title similarity 78
RC-CONT_AWD_FA877223C0004_9700_-NONE-_-NONE-,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_FA877223C0005_9700_-NONE-_-NONE-,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_FA877317F0008_9700_FA877317D0003_9700,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_FA877317F00A5_9700_FA877317D0003_9700,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_FA877317F0207_9700_FA877112D1009_9700,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_FA877318F0049_9700_FA255017D8000_9700,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_FA877320F0031_9700_NNG15SC83B_8000,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_FA877320F0046_9700_FA877320A0001_9700,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_FA877320F0068_9700_FA255017D8000_9700,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_FA877320F0100_9700_NNG15SC71B_8000,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_FA877320F0108_9700_NNG15SC55B_8000,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_FA877320F0173_9700_FA877320A0001_9700,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_FA877321F0008_9700_FA877320A0001_9700,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_FA877321F0070_9700_FA877320A0001_9700,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_FA877321F0123_9700_FA877320A0001_9700,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_FA877322F0112_9700_FA877320A0001_9700,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_FA877322F0126_9700_NNG15SC82B_8000,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_FA877323C0005_9700_-NONE-_-NONE-,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_FA877323F0015_9700_FA877318D0002_9700,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_FA877323F0032_9700_NNG15SD60B_8000,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_FA877323F0191_9700_FA877320A0001_9700,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_FA877323F0210_9700_47QTCA21A001G_4732,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_FA877324F0057_9700_FA877320A0001_9700,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_FA877324F0102_9700_47QTCA21A001G_4732,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_FA877324F0145_9700_NNG15SD91B_8000,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_FA877325F0048_9700_NNG15SC82B_8000,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_FA877325F0091_9700_FA877325A0001_9700,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_FA877325F0115_9700_NNG15SD65B_8000,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_FA877325F0119_9700_FA877325A0001_9700,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_FA877325F0126_9700_FA877325A0001_9700,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_FA877325F0137_9700_NNG15SD09B_8000,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_FA877325F0140_9700_FA877325A0001_9700,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_FA877325F0152_9700_FA877325A0001_9700,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_FA881913F0002_9700_GS35F0268R_4730,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_FA881918C0012_9700_-NONE-_-NONE-,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_FA881921C1000_9700_-NONE-_-NONE-,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_FA881922C1002_9700_-NONE-_-NONE-,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_FA890317F0340_9700_GS35F227AA_4732,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_FA910121F0073_9700_GS35F0623W_4730,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_FA930123P0030_9700_-NONE-_-NONE-,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_FA930223F0011_9700_NNG15SC80B_8000,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_FA930223F0021_9700_N6600119A0049_9700,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_FA930225F0135_9700_FA930225D0003_9700,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_FA930420F0023_9700_FA930419D0001_9700,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_FA930421F5026_9700_FA930419D0001_9700,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_FA930423F5026_9700_FA930419D0001_9700,,,No Match,Only match(es) posted outside the recency window around this award's expiration
RC-CONT_AWD_FA930424F5020_9700_FA930419D0001_9700,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_FA930424F5021_9700_FA930419D0001_9700,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_FA930424F5034_9700_FA930419D0001_9700,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_FA940114C8001_9700_-NONE-_-NONE-,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_FA940121P0062_9700_-NONE-_-NONE-,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_FA940122F0028_9700_FA830720G0061_9700,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_FA940122F0089_9700_47QTCA21A0014_4732,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_FA942224C0003_9700_-NONE-_-NONE-,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_FA945306C0058_9700_-NONE-_-NONE-,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_FA945325FX029_9700_FA945324DX002_9700,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_FC18_9700_N0017804D4119_9700,,,No Match,Only match(es) posted outside the recency window around this award's expiration
RC-CONT_AWD_FD01_9700_N0017805D4511_9700,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_FG03_9700_N0017805D4463_9700,,,No Match,Only match(es) posted outside the recency window around this award's expiration
RC-CONT_AWD_FK01_9700_N0017804D4045_9700,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_FK01_9700_N0017810D6117_9700,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_FY07_9700_N0017804D4018_9700,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_G801_9700_W91QUZ07D0005_9700,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_GZ02_9700_N0017804D4096_9700,,,No Match,Only match(es) posted outside the recency window around this award's expiration
RC-CONT_AWD_H9222210F0213_9700_GS07F0182W_4730,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_H9222217F0115_9700_NNG15SD19B_8000,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_H9222217F0192_9700_GS06F0646Z_4730,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_H9222217F0199_9700_GS06F0646Z_4730,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_H9222217P0089_9700_-NONE-_-NONE-,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_H9222218F0003_9700_GS06F0711Z_4732,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_H9223922F0028_9700_47QTCK18D0003_4732,,,No Match,"Only match(es) posted before this award's own start (an origin notice, not a successor)"
RC-CONT_AWD_H9224016P0222_9700_-NONE-_-NONE-,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_H9224020F0248_9700_H9224019D0010_9700,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_H9224020P0105_9700_-NONE-_-NONE-,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_H9224021F0557_9700_W52P1J18DA010_9700,,,No Match,"Only match(es) posted before this award's own start (an origin notice, not a successor)"
RC-CONT_AWD_H9224023F0235_9700_NNG15SC70B_8000,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_H9224118C0004_9700_-NONE-_-NONE-,,,No Match,"Only match(es) posted outside the recency window around this award's expiration or before this award's own start (an origin notice, not a successor)"
RC-CONT_AWD_H9225723F0034_9700_H9240020D0042_9700,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_H9225724F0072_9700_NNG15SD04B_8000,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_H9228122F0001_9700_H9228120D0001_9700,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_H9240025FE037_9700_47QTCA20D00D9_4732,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_H9240119C0007_9700_-NONE-_-NONE-,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_H9240119F0167_9700_NNG15SD00B_8000,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_H9240123F0026_9700_H9240118D0004_9700,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_H9240318F0005_9700_H9240318D0002_9700,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_H9240324F0103_9700_H9240323D0010_9700,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_H9240325FE017_9700_H9240324D0011_9700,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_H9240418C0011_9700_-NONE-_-NONE-,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_H9240418F0014_9700_GS06F1204Z_4732,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_H9240418F0032_9700_GS06F1204Z_4732,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_H9240418F0100_9700_H9222213D0001_9700,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_H9240419C0009_9700_-NONE-_-NONE-,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_H9240419C0012_9700_-NONE-_-NONE-,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_H9240419F0029_9700_NNG15SC73B_8000,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_H9240419F0075_9700_NNG15SD00B_8000,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_H9240419F0112_9700_NNG15SD00B_8000,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_H9240419F0131_9700_NNG15SD89B_8000,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_H9240419F0137_9700_NNG15SD23B_8000,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_H9240419F0141_9700_NNG15SC59B_8000,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_H9240419F0171_9700_NNG15SC73B_8000,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_H9240419F0186_9700_NNG15SD11B_8000,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_H9240419F0204_9700_NNG15SC73B_8000,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_H9240419F0225_9700_NNG15SD00B_8000,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_H9240419F0235_9700_H9222218D0007_9700,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_H9240419F0245_9700_NNG15SD11B_8000,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_H9240419F0250_9700_GS35F0375V_4730,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_H9240419F0279_9700_NNG15SC80B_8000,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_H9240419F0282_9700_H9222218D0007_9700,,,No Match,"Only match(es) posted before this award's own start (an origin notice, not a successor)"
RC-CONT_AWD_H9240419F0308_9700_NNG15SC83B_8000,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_H9240420C0003_9700_-NONE-_-NONE-,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_H9240420C0010_9700_-NONE-_-NONE-,,,No Match,"Only match(es) posted before this award's own start (an origin notice, not a successor)"
RC-CONT_AWD_H9240420F0039_9700_NNG15SC73B_8000,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_H9240420F0061_9700_NNG15SD82B_8000,,,No Match,"Only match(es) posted before this award's own start (an origin notice, not a successor)"
RC-CONT_AWD_H9240420F0114_9700_NNG15SD00B_8000,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_H9240420F0147_9700_NNG15SD11B_8000,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_H9240420F0153_9700_H9222218D0007_9700,,,No Match,"Only match(es) posted before this award's own start (an origin notice, not a successor)"
RC-CONT_AWD_H9240420F0161_9700_NNG15SD00B_8000,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_H9240420F0206_9700_NNG15SD81B_8000,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_H9240420F0207_9700_NNG15SD00B_8000,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_H9240420F0215_9700_W52P1J18DA133_9700,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_H9240420F0218_9700_NNG15SC82B_8000,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_H9240420F0263_9700_NNG15SD00B_8000,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_H9240420F0266_9700_NNG15SD74B_8000,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_H9240420F0267_9700_NNG15SC82B_8000,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_H9240420F0271_9700_NNG15SC82B_8000,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_H9240420F0274_9700_NNG15SD07B_8000,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_H9240420P0002_9700_-NONE-_-NONE-,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_H9240420P0010_9700_-NONE-_-NONE-,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_H9240421C0009_9700_-NONE-_-NONE-,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_H9240421C0011_9700_-NONE-_-NONE-,,,No Match,"Only match(es) posted before this award's own start (an origin notice, not a successor)"
RC-CONT_AWD_H9240421C0012_9700_-NONE-_-NONE-,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_H9240421C0015_9700_-NONE-_-NONE-,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_H9240421F0001_9700_W52P1J18DA133_9700,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_H9240421F0018_9700_NNG15SD00B_8000,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_H9240421F0100_9700_H9222218D0007_9700,,,No Match,"Only match(es) posted before this award's own start (an origin notice, not a successor)"
RC-CONT_AWD_H9240421F0102_9700_NNG15SC82B_8000,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_H9240421F0127_9700_NNG15SD11B_8000,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_H9240421F0131_9700_NNG15SD11B_8000,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_H9240421F0135_9700_H9222218D0007_9700,,,No Match,"Only match(es) posted before this award's own start (an origin notice, not a successor)"
RC-CONT_AWD_H9240421P0001_9700_-NONE-_-NONE-,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_H9240422C0004_9700_-NONE-_-NONE-,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_H9240422C0007_9700_-NONE-_-NONE-,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_H9240422F0034_9700_NNG15SC23B_8000,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_H9240422F0079_9700_NNG15SD01B_8000,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_H9240422F0103_9700_NNG15SD11B_8000,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_H9240522F0027_9700_H9222218D0007_9700,,,No Match,"Only match(es) posted before this award's own start (an origin notice, not a successor)"
RC-CONT_AWD_H9240619F0002_9700_NNG15SC73B_8000,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_H9240819F0019_9700_H9240318D0002_9700,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_H9240820F0006_9700_H9240318D0002_9700,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_H9240822F0003_9700_H9240821D0002_9700,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_H9240823F0093_9700_NNG15SD23B_8000,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_H9241522C0002_9700_-NONE-_-NONE-,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_H9241522C0004_9700_-NONE-_-NONE-,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_H9241522F0028_9700_GS35F005GA_4732,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_H9241522F0092_9700_NNG15SC82B_8000,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_H9241522F0103_9700_NNG15SD11B_8000,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_H9241523F0009_9700_NNG15SD11B_8000,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_H9241523F0038_9700_GS35F005GA_4732,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_H9241523F0044_9700_NNG15SD03B_8000,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_H9241523F0055_9700_NNG15SD90B_8000,,,No Match,Only match(es) posted outside the recency window around this award's expiration
RC-CONT_AWD_H9241523F0057_9700_H9241522D0002_9700,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_H9241523F0073_9700_H9222218D0007_9700,,,No Match,"Only match(es) posted before this award's own start (an origin notice, not a successor)"
RC-CONT_AWD_H9241523F0093_9700_NNG15SC73B_8000,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_H9241523F0100_9700_NNG15SD00B_8000,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_H9241523F0127_9700_H9241522D0002_9700,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_H9241523P0011_9700_-NONE-_-NONE-,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_H9241524C0002_9700_-NONE-_-NONE-,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_H9241524C0009_9700_-NONE-_-NONE-,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_H9241524F0002_9700_W52P1J18DA072_9700,,,No Match,"Only match(es) posted before this award's own start (an origin notice, not a successor)"
RC-CONT_AWD_H9241524F0018_9700_GS35F005GA_4732,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_H9241524F0019_9700_NNG15SD09B_8000,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_H9241524F0039_9700_H9240421D0001_9700,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_H9241525C0003_9700_-NONE-_-NONE-,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_H9241525FE011_9700_H9240421D0001_9700,,,No Match,"Only match(es) posted before this award's own start (an origin notice, not a successor)"
RC-CONT_AWD_H9241525FE029_9700_NNG15SC82B_8000,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_H9241526CE001_9700_-NONE-_-NONE-,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_H9821013F0007_9700_GS06F0950Z_4732,,,No Match,"Only match(es) posted outside the recency window around this award's expiration or before this award's own start (an origin notice, not a successor)"
RC-CONT_AWD_H9821017F0144_9700_GS06F0626Z_4730,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_H9821018C0024_9700_-NONE-_-NONE-,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_H9821018C0026_9700_-NONE-_-NONE-,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_H9821018F0204_9700_GS06F1067Z_4732,,,No Match,Only match(es) posted outside the recency window around this award's expiration
RC-CONT_AWD_H9821020F0035_9700_GS06F0699Z_4732,,,No Match,No notice cleared the minimum match threshold
RC-CONT_AWD_H9821020F0101_9700_NNG15SD79B_8000,,,No Match,No notice cleared the minimum match threshold
