award_id,piid,referenced_idv_piid,award_type,awardee_name_raw,awardee_name_clean,awardee_uei,awarding_agency_raw,awarding_agency_clean,awarding_subagency_raw,awarding_subagency_clean,funding_agency_clean,date_signed,total_obligated_amount,potential_value,pop_start_date,pop_current_end_date,pop_potential_end_date,naics,psc,extent_competed,extent_competed_code,type_of_contract_pricing,type_of_contract_pricing_code,type_of_set_aside,type_of_set_aside_code,number_of_offers_received,base_and_all_options_value,place_of_performance_state,missing_end_date_flag,missing_vendor_flag,missing_agency_flag,data_quality_notes,source_system,business_size_determination_code,cyber_it_flag,cyber_flag,it_services_flag,cloud_flag,data_analytics_flag,software_dev_flag,network_ops_flag,help_desk_flag,compliance_security_flag,classification_confidence
CONT_AWD_HT940823F0013_9700_GS35F0276V_4730,HT940823F0013,GS35F0276V,DELIVERY ORDER,INFOTECH INNOVATIONS INC,INFOTECH INNOVATIONS INC,Y886R5K7XWV6,Department of Defense,DEPARTMENT OF DEFENSE,Defense Health Agency,DEFENSE HEALTH AGENCY,DEPARTMENT OF DEFENSE,2025-12-16,340708.32,340708.32,2022-10-01,2026-12-31,2026-12-31,541513,R499,FULL AND OPEN COMPETITION,A,FIRM FIXED PRICE,J,SMALL BUSINESS SET ASIDE - TOTAL,SBA,14.0,0.0,TX,False,False,False,,USAspending,S,True,False,False,False,False,False,False,False,False,Low
CONT_AWD_HC102824F0236_9700_NNG15SD74B_8000,HC102824F0236,NNG15SD74B,DELIVERY ORDER,SOFTWARE INFORMATION RESOURCE CORP.,SOFTWARE INFORMATION RESOURCE CORP,EJJMMJHYDFH6,Department of Defense,DEPARTMENT OF DEFENSE,Defense Information Systems Agency,DEFENSE INFORMATION SYSTEMS AGENCY,DEPARTMENT OF DEFENSE,2025-12-15,772696.47,772696.47,2024-05-22,2027-05-21,2027-05-21,541519,7A21,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,D,FIRM FIXED PRICE,J,,,2.0,0.0,MD,False,False,False,,USAspending,S,True,False,False,False,False,False,False,False,False,Low
CONT_AWD_HC102821F0002_9700_HC102820D0001_9700,HC102821F0002,HC102820D0001,DELIVERY ORDER,"LEIDOS, INC.","LEIDOS, INC",UE9QJD4KK1L6,Department of Defense,DEPARTMENT OF DEFENSE,Defense Information Systems Agency,DEFENSE INFORMATION SYSTEMS AGENCY,DEPARTMENT OF DEFENSE,2025-12-15,164556078.1,164556078.1,2020-12-07,2025-12-06,2025-12-06,541513,DG01,FULL AND OPEN COMPETITION,A,COST PLUS FIXED FEE,U,,,,-3120780.85,MD,False,False,False,,USAspending,O,True,False,False,False,False,False,False,False,False,Low
CONT_AWD_HC102825F0084_9700_HC102817D0001_9700,HC102825F0084,HC102817D0001,DELIVERY ORDER,MICROSOFT CORPORATION,MICROSOFT CORPORATION,FMVPEWNJGLM1,Department of Defense,DEPARTMENT OF DEFENSE,Defense Information Systems Agency,DEFENSE INFORMATION SYSTEMS AGENCY,DEPARTMENT OF DEFENSE,2025-12-15,817336.1,817336.1,2024-12-19,2026-12-18,2026-12-18,541512,R425,NOT COMPETED,C,FIRM FIXED PRICE,J,,,,334249.3,IN,False,False,False,,USAspending,O,True,False,False,False,False,False,False,False,False,Low
CONT_AWD_FA701425F0050_9700_NNG15SD02B_8000,FA701425F0050,NNG15SD02B,DELIVERY ORDER,"PANAMERICA COMPUTERS, INC.","PANAMERICA COMPUTERS, INC",DPQEDJ6CXZM5,Department of Defense,DEPARTMENT OF DEFENSE,Department of the Air Force,DEPARTMENT OF THE AIR FORCE,DEPARTMENT OF DEFENSE,2025-12-15,456926.34,1892789.43,2024-12-19,2029-12-17,2029-12-17,541519,7A21,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,D,FIRM FIXED PRICE,J,,,1.0,0.0,VA,False,False,False,,USAspending,S,True,False,False,False,False,False,False,False,False,Low
CONT_AWD_SP470623F0015_9700_SP470219D0005_9700,SP470623F0015,SP470219D0005,DELIVERY ORDER,ENGLOBAL GOVERNMENT SERVICES INC,ENGLOBAL GOVERNMENT SERVICES INC,NY2KGA8YGG69,Department of Defense,DEPARTMENT OF DEFENSE,Defense Logistics Agency,DEFENSE LOGISTICS AGENCY,DEPARTMENT OF DEFENSE,2025-12-15,2307883.32,2307883.32,2023-07-10,2026-05-01,2026-05-01,541519,N099,FULL AND OPEN COMPETITION,A,FIRM FIXED PRICE,J,,,2.0,216839.37,CA,False,False,False,,USAspending,O,True,False,False,False,False,False,False,False,False,Low
CONT_AWD_W911S023P0018_9700_-NONE-_-NONE-,W911S023P0018,,PURCHASE ORDER,"TIPPING POINT SOLUTIONS, INC.","TIPPING POINT SOLUTIONS, INC",JDRJM774WPB8,Department of Defense,DEPARTMENT OF DEFENSE,Department of the Army,DEPARTMENT OF THE ARMY,DEPARTMENT OF DEFENSE,2025-12-12,2334064.72,2349064.71,2023-09-06,2025-09-25,2025-09-25,541511,U008,NOT COMPETED UNDER SAP,G,FIRM FIXED PRICE,J,8(A) SOLE SOURCE,8AN,1.0,0.0,CO,False,False,False,,USAspending,S,True,False,False,False,False,False,False,False,False,Low
CONT_AWD_FA251721C0001_9700_-NONE-_-NONE-,FA251721C0001,,DEFINITIVE CONTRACT,OZELL SERVICES INC,OZELL SERVICES INC,GNAYSNNKV2K6,Department of Defense,DEPARTMENT OF DEFENSE,Department of the Air Force,DEPARTMENT OF THE AIR FORCE,DEPARTMENT OF DEFENSE,2025-12-12,3371168.0,3371168.0,2020-10-01,2026-03-31,2026-03-31,541513,D321,NOT AVAILABLE FOR COMPETITION,B,FIRM FIXED PRICE,J,8(A) SOLE SOURCE,8AN,1.0,0.0,CO,False,False,False,,USAspending,S,True,False,False,False,False,False,False,False,False,Low
CONT_AWD_FA483022F0066_9700_GS35F272GA_4732,FA483022F0066,GS35F272GA,DELIVERY ORDER,C2 TECHNOLOGY SOLUTIONS INC,C2 TECHNOLOGY SOLUTIONS INC,FSSFDU9ZPXC5,Department of Defense,DEPARTMENT OF DEFENSE,Department of the Air Force,DEPARTMENT OF THE AIR FORCE,DEPARTMENT OF DEFENSE,2025-12-12,1081379.2,1516182.4,2022-10-01,2028-04-30,2028-04-30,541512,R425,FULL AND OPEN COMPETITION,A,FIRM FIXED PRICE,J,8(A) SOLE SOURCE,8AN,1.0,0.0,GA,False,False,False,,USAspending,S,True,False,False,False,False,False,False,False,False,Low
CONT_AWD_FA830723CB024_9700_-NONE-_-NONE-,FA830723CB024,,DEFINITIVE CONTRACT,VIVSOFT TECHNOLOGIES LLC,VIVSOFT TECHNOLOGIES LLC,NP1SRN3N8F48,Department of Defense,DEPARTMENT OF DEFENSE,Department of the Air Force,DEPARTMENT OF THE AIR FORCE,DEPARTMENT OF DEFENSE,2025-12-11,14974902.66,14999645.14,2023-08-03,2026-08-03,2026-08-03,541512,AB12,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,D,FIRM FIXED PRICE,J,SMALL BUSINESS SET ASIDE - TOTAL,SBA,1.0,-0.02,VA,False,False,False,,USAspending,S,True,False,False,False,False,False,False,False,False,Low
CONT_AWD_N0001926C0120_9700_-NONE-_-NONE-,N0001926C0120,,DEFINITIVE CONTRACT,OWL CYBER DEFENSE SOLUTIONS LLC,OWL CYBER DEFENSE SOLUTIONS LLC,DG87J5EZLC94,Department of Defense,DEPARTMENT OF DEFENSE,Department of the Navy,DEPARTMENT OF THE NAVY,DEPARTMENT OF DEFENSE,2025-12-11,3322868.0,3962255.0,2025-12-11,2027-01-31,2027-01-31,541511,7A20,NOT COMPETED,C,COST PLUS FIXED FEE,U,NO SET ASIDE USED.,NONE,1.0,3962255.0,MD,False,False,False,,USAspending,O,True,False,False,False,False,False,False,False,False,Low
CONT_AWD_HTC71123FD085_9700_GS35F545GA_4732,HTC71123FD085,GS35F545GA,DELIVERY ORDER,DECISIONPOINT CORPORATION,DECISIONPOINT CORPORATION,GPASKFTTVQL9,Department of Defense,DEPARTMENT OF DEFENSE,USTRANSCOM,USTRANSCOM,DEPARTMENT OF DEFENSE,2025-12-11,10966534.08,18674348.5,2023-09-05,2026-09-30,2028-09-30,541513,DA01,FULL AND OPEN COMPETITION,A,FIRM FIXED PRICE,J,SERVICE DISABLED VETERAN OWNED SMALL BUSINESS SET-ASIDE,SDVOSBC,7.0,-45890.69,IL,False,False,False,,USAspending,S,True,False,False,False,False,False,False,False,False,Medium
CONT_AWD_HT001123C0092_9700_-NONE-_-NONE-,HT001123C0092,,DEFINITIVE CONTRACT,HUI HULIAU TECHNOLOGY SERVICES LLC,HUI HULIAU TECHNOLOGY SERVICES LLC,KW1DMENKNVU4,Department of Defense,DEPARTMENT OF DEFENSE,Defense Health Agency,DEFENSE HEALTH AGENCY,DEPARTMENT OF DEFENSE,2025-12-11,42551815.45,77112735.3,2023-09-30,2026-04-11,2028-10-11,541519,R425,NOT AVAILABLE FOR COMPETITION,B,FIRM FIXED PRICE,J,8(A) SOLE SOURCE,8AN,1.0,0.0,VA,False,False,False,,USAspending,S,True,False,False,False,False,False,False,False,False,Low
CONT_AWD_W912DY21F0594_9700_W912DY17D0011_9700,W912DY21F0594,W912DY17D0011,DELIVERY ORDER,INTEGRATED SECURITY SOLUTIONS INC,INTEGRATED SECURITY SOLUTIONS INC,YWLLJBHSE9A4,Department of Defense,DEPARTMENT OF DEFENSE,Department of the Army,DEPARTMENT OF THE ARMY,DEPARTMENT OF DEFENSE,2025-12-11,3663651.96,3663651.96,2021-09-27,2026-05-21,2026-05-21,541512,N059,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,D,FIRM FIXED PRICE,J,,,1.0,0.0,TN,False,False,False,,USAspending,S,True,False,False,False,False,False,False,False,False,Low
CONT_AWD_SP470926F0012_9700_SP470924D0030_9700,SP470926F0012,SP470924D0030,DELIVERY ORDER,AGE SOLUTIONS LLC,AGE SOLUTIONS LLC,JA6DRAGJ4JJ1,Department of Defense,DEPARTMENT OF DEFENSE,Defense Logistics Agency,DEFENSE LOGISTICS AGENCY,DEPARTMENT OF DEFENSE,2025-12-11,5711404.49,40286968.6,2025-12-14,2026-12-13,2026-12-13,541519,DA01,FULL AND OPEN COMPETITION,A,FIRM FIXED PRICE,J,,,259.0,40286968.6,VA,False,False,False,,USAspending,S,True,False,False,False,False,False,False,False,False,Medium
CONT_AWD_HS002124F0093_9700_47QTCB21D0302_4732,HS002124F0093,47QTCB21D0302,DELIVERY ORDER,A3 CONSULTING LLC,A3 CONSULTING LLC,MHDJHQQWEL91,Department of Defense,DEPARTMENT OF DEFENSE,Defense Counterintelligence and Security Agency,DEFENSE COUNTERINTELLIGENCE AND SECURITY AGENCY,DEPARTMENT OF DEFENSE,2025-12-11,10285703.64,27250556.08,2024-09-30,2026-09-29,2029-09-29,541512,R405,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,D,FIRM FIXED PRICE,J,,,4.0,0.0,MD,False,False,False,,USAspending,S,True,False,False,False,False,False,False,False,False,Low
CONT_AWD_HC102823F0019_9700_HC102817D0001_9700,HC102823F0019,HC102817D0001,DELIVERY ORDER,MICROSOFT CORPORATION,MICROSOFT CORPORATION,FMVPEWNJGLM1,Department of Defense,DEPARTMENT OF DEFENSE,Defense Information Systems Agency,DEFENSE INFORMATION SYSTEMS AGENCY,DEPARTMENT OF DEFENSE,2025-12-10,727479.02,727479.02,2022-11-06,2025-11-05,2025-11-05,541512,R425,NOT COMPETED,C,FIRM FIXED PRICE,J,,,,0.0,VA,False,False,False,,USAspending,O,True,False,False,False,False,False,False,False,False,Low
CONT_AWD_SP470923F0090_9700_SP470917D0045_9700,SP470923F0090,SP470917D0045,DELIVERY ORDER,"BMA TECHNICAL SERVICES, INC.","BMA TECHNICAL SERVICES, INC",R5U4EB2KFB89,Department of Defense,DEPARTMENT OF DEFENSE,Defense Logistics Agency,DEFENSE LOGISTICS AGENCY,DEPARTMENT OF DEFENSE,2025-12-10,54753750.34,62686428.4,2023-09-29,2026-09-28,2026-09-28,541519,DF01,FULL AND OPEN COMPETITION,A,FIRM FIXED PRICE,J,,,5.0,0.0,VA,False,False,False,,USAspending,S,True,False,False,False,False,False,False,False,False,Medium
CONT_AWD_SP470924F0042_9700_SP470917D0023_9700,SP470924F0042,SP470917D0023,DELIVERY ORDER,ACCENTURE FEDERAL SERVICES LLC,ACCENTURE FEDERAL SERVICES LLC,C47BNA8GM833,Department of Defense,DEPARTMENT OF DEFENSE,Defense Logistics Agency,DEFENSE LOGISTICS AGENCY,DEPARTMENT OF DEFENSE,2025-12-10,10231790.78,10269081.79,2024-05-01,2026-04-30,2026-04-30,541519,DF01,FULL AND OPEN COMPETITION,A,FIRM FIXED PRICE,J,,,117.0,-18009.0,VA,False,False,False,,USAspending,O,True,False,False,False,False,False,False,False,False,Medium
CONT_AWD_SP470924F0015_9700_SP470917D0038_9700,SP470924F0015,SP470917D0038,DELIVERY ORDER,"PARTNET, INC","PARTNET, INC",Z9XYNHXCZ8Y7,Department of Defense,DEPARTMENT OF DEFENSE,Defense Logistics Agency,DEFENSE LOGISTICS AGENCY,DEPARTMENT OF DEFENSE,2025-12-10,1349382.81,1822516.37,2024-01-01,2026-12-31,2026-12-31,541519,DJ01,FULL AND OPEN COMPETITION,A,FIRM FIXED PRICE,J,,,1.0,455289.56,VA,False,False,False,,USAspending,S,True,False,False,False,False,False,False,False,False,Low
CONT_AWD_N6426719F3007_9700_N0017815D8491_9700,N6426719F3007,N0017815D8491,DELIVERY ORDER,VSOLVIT LLC,VSOLVIT LLC,GKSKWF5HL5H8,Department of Defense,DEPARTMENT OF DEFENSE,Department of the Navy,DEPARTMENT OF THE NAVY,DEPARTMENT OF DEFENSE,2025-12-10,63734396.1,66368734.11,2019-06-28,2025-02-28,2025-02-28,541330,R425,FULL AND OPEN COMPETITION,A,COST PLUS FIXED FEE,U,,,3.0,0.0,CA,False,False,False,,USAspending,S,True,False,True,False,False,False,False,False,False,Low
CONT_AWD_N0018926FZ032_9700_NNG15SE08B_8000,N0018926FZ032,NNG15SE08B,DELIVERY ORDER,"CACI IDT, LLC","CACI IDT, LLC",K5TBNBLVG1F8,Department of Defense,DEPARTMENT OF DEFENSE,Department of the Navy,DEPARTMENT OF THE NAVY,DEPARTMENT OF DEFENSE,2025-12-10,992563.08,2822902.9,2025-12-10,2026-12-09,2028-12-09,541519,7B22,FULL AND OPEN COMPETITION,A,FIRM FIXED PRICE,J,,,1.0,0.0,RI,False,False,False,,USAspending,O,True,False,False,False,False,False,False,False,False,Low
CONT_AWD_HC104724F0063_9700_47QTCB22D0028_4732,HC104724F0063,47QTCB22D0028,DELIVERY ORDER,"TRILLION ERP VENTURETECH, LLC","TRILLION ERP VENTURETECH, LLC",KGPAFUPYSZM8,Department of Defense,DEPARTMENT OF DEFENSE,Defense Information Systems Agency,DEFENSE INFORMATION SYSTEMS AGENCY,DEPARTMENT OF DEFENSE,2025-12-10,2787573.79,11585216.17,2024-09-20,2026-09-22,2029-09-22,541512,R799,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,D,FIRM FIXED PRICE,J,8A COMPETED,8A,36.0,-8601.47,VA,False,False,False,,USAspending,S,True,False,False,False,False,False,False,False,False,Low
CONT_AWD_N0018924FZ721_9700_NNG15SD60B_8000,N0018924FZ721,NNG15SD60B,DELIVERY ORDER,"ADVANCED COMPUTER CONCEPTS, INC.","ADVANCED COMPUTER CONCEPTS, INC",CGE8ABMZLZN9,Department of Defense,DEPARTMENT OF DEFENSE,Department of the Navy,DEPARTMENT OF THE NAVY,DEPARTMENT OF DEFENSE,2025-12-09,425550.16,1182236.02,2024-09-27,2025-10-01,2028-10-01,541519,7B20,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,D,FIRM FIXED PRICE,J,,,5.0,0.0,VA,False,False,False,,USAspending,S,True,False,False,False,False,False,False,False,False,Low
CONT_AWD_N0003924F5001_9700_NNG15SD60B_8000,N0003924F5001,NNG15SD60B,DELIVERY ORDER,"ADVANCED COMPUTER CONCEPTS, INC.","ADVANCED COMPUTER CONCEPTS, INC",CGE8ABMZLZN9,Department of Defense,DEPARTMENT OF DEFENSE,Department of the Navy,DEPARTMENT OF THE NAVY,DEPARTMENT OF DEFENSE,2025-12-09,13052138.28,23910836.71,2023-12-31,2026-12-30,2028-12-31,541519,7A20,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,D,FIRM FIXED PRICE,J,,,3.0,0.0,VA,False,False,False,,USAspending,S,True,False,False,False,False,False,False,False,False,Low
CONT_AWD_N6328524FD072_9700_NNG15SC93B_8000,N6328524FD072,NNG15SC93B,DELIVERY ORDER,TRIBALCO LLC,TRIBALCO LLC,XVNBJ1QJY5N4,Department of Defense,DEPARTMENT OF DEFENSE,Department of the Navy,DEPARTMENT OF THE NAVY,DEPARTMENT OF DEFENSE,2025-12-09,332236.14,437228.42,2024-09-23,2026-10-14,2026-10-14,541519,7A20,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,D,FIRM FIXED PRICE,J,SMALL BUSINESS SET ASIDE - TOTAL,SBA,1.0,0.0,VA,False,False,False,,USAspending,S,True,False,False,False,False,False,False,False,False,Low
CONT_AWD_N0001924F0124_9700_N0001921D0010_9700,N0001924F0124,N0001921D0010,DELIVERY ORDER,THE BOEING COMPANY,THE BOEING COMPANY,WZWRLY4G3PL8,Department of Defense,DEPARTMENT OF DEFENSE,Department of the Navy,DEPARTMENT OF THE NAVY,DEPARTMENT OF DEFENSE,2025-12-09,3740338.62,3929497.0,2023-12-12,2026-09-30,2026-09-30,541512,K015,NOT COMPETED,C,COST PLUS FIXED FEE,U,,,,114664.0,WA,False,False,False,,USAspending,O,True,False,False,False,False,False,False,False,False,Low
CONT_AWD_HT001123C0097_9700_-NONE-_-NONE-,HT001123C0097,,DEFINITIVE CONTRACT,"MEDICOMP SYSTEMS, INC.","MEDICOMP SYSTEMS, INC",JJLTGNJN54N8,Department of Defense,DEPARTMENT OF DEFENSE,Defense Health Agency,DEFENSE HEALTH AGENCY,DEPARTMENT OF DEFENSE,2025-12-09,7728913.95,19254344.45,2023-10-01,2026-09-30,2028-09-30,541519,DA01,NOT COMPETED,C,FIRM FIXED PRICE,J,NO SET ASIDE USED.,NONE,1.0,0.0,TX,False,False,False,,USAspending,O,True,False,False,False,False,False,False,False,False,Medium
CONT_AWD_HT003825C0006_9700_-NONE-_-NONE-,HT003825C0006,,DEFINITIVE CONTRACT,"DARK WOLF SOLUTIONS, LLC","DARK WOLF SOLUTIONS, LLC",K8KVUFQMGYV5,Department of Defense,DEPARTMENT OF DEFENSE,Defense Health Agency,DEFENSE HEALTH AGENCY,DEPARTMENT OF DEFENSE,2025-12-09,5195990.17,6065594.73,2025-03-10,2026-06-09,2026-09-09,541512,DA01,NOT COMPETED,C,FIRM FIXED PRICE,J,NO SET ASIDE USED.,NONE,1.0,2651522.47,VA,False,False,False,,USAspending,O,True,False,False,False,False,False,False,False,False,Medium
CONT_AWD_HC102823F0605_9700_HC102817D0001_9700,HC102823F0605,HC102817D0001,DELIVERY ORDER,MICROSOFT CORPORATION,MICROSOFT CORPORATION,FMVPEWNJGLM1,Department of Defense,DEPARTMENT OF DEFENSE,Defense Information Systems Agency,DEFENSE INFORMATION SYSTEMS AGENCY,DEPARTMENT OF DEFENSE,2025-12-09,4230345.63,4230345.63,2023-06-05,2025-09-30,2025-09-30,541512,R425,NOT COMPETED,C,FIRM FIXED PRICE,J,,,,-49591.58,DC,False,False,False,,USAspending,O,True,False,False,False,False,False,False,False,False,Low
CONT_AWD_N0017419F3000_9700_N0017804D4078_9700,N0017419F3000,N0017804D4078,DELIVERY ORDER,NOBLIS MSD LLC,NOBLIS MSD LLC,G9VKEZM3P5Y5,Department of Defense,DEPARTMENT OF DEFENSE,Department of the Navy,DEPARTMENT OF THE NAVY,DEPARTMENT OF DEFENSE,2025-12-09,60246846.73,71609865.03,2018-11-28,2023-11-27,2023-11-27,541330,R425,FULL AND OPEN COMPETITION,A,COST PLUS FIXED FEE,U,,,5.0,0.0,PA,False,False,False,,USAspending,S,True,False,True,False,False,False,False,False,False,Low
CONT_AWD_N0003923C9001_9700_-NONE-_-NONE-,N0003923C9001,,DEFINITIVE CONTRACT,"BSET, LLC","BSET, LLC",KQNYKJCTWEC8,Department of Defense,DEPARTMENT OF DEFENSE,Department of the Navy,DEPARTMENT OF THE NAVY,DEPARTMENT OF DEFENSE,2025-12-09,7080540.58,19919494.75,2023-04-05,2028-04-04,2028-04-04,541519,DA01,NOT AVAILABLE FOR COMPETITION,B,COST PLUS FIXED FEE,U,8(A) SOLE SOURCE,8AN,1.0,0.0,CA,False,False,False,,USAspending,S,True,False,False,False,False,False,False,False,False,Medium
CONT_AWD_HT001123C0076_9700_-NONE-_-NONE-,HT001123C0076,,DEFINITIVE CONTRACT,"PIVOT PATH SOLUTIONS, LLC","PIVOT PATH SOLUTIONS, LLC",M5LEC1NKCML7,Department of Defense,DEPARTMENT OF DEFENSE,Defense Health Agency,DEFENSE HEALTH AGENCY,DEPARTMENT OF DEFENSE,2025-12-09,4035221.11,4035221.11,2023-04-01,2026-10-31,2026-10-31,541519,DA01,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,D,FIRM FIXED PRICE,J,WOMEN OWNED SMALL BUSINESS,WOSB,1.0,0.0,TX,False,False,False,,USAspending,S,True,False,False,False,False,False,False,False,False,Medium
CONT_AWD_HT941024P0257_9700_-NONE-_-NONE-,HT941024P0257,,PURCHASE ORDER,BLUE TECH INC.,BLUE TECH INC,MDC5LDZKQAM4,Department of Defense,DEPARTMENT OF DEFENSE,Defense Health Agency,DEFENSE HEALTH AGENCY,DEPARTMENT OF DEFENSE,2025-12-08,551376.0,551376.0,2024-10-01,2026-09-30,2026-09-30,541519,DG10,COMPETED UNDER SAP,F,FIRM FIXED PRICE,J,WOMEN OWNED SMALL BUSINESS,WOSB,1.0,0.0,CA,False,False,False,,USAspending,S,True,False,False,False,False,False,False,False,False,Low
CONT_AWD_N0016417F3003_9700_N0017804D4012_9700,N0016417F3003,N0017804D4012,DELIVERY ORDER,"GENERAL DYNAMICS INFORMATION TECHNOLOGY, INC.","GENERAL DYNAMICS INFORMATION TECHNOLOGY, INC",SMNWM6HN79X5,Department of Defense,DEPARTMENT OF DEFENSE,Department of the Navy,DEPARTMENT OF THE NAVY,DEPARTMENT OF DEFENSE,2025-12-08,92114195.47,97220538.01,2017-04-20,2023-10-31,2023-10-31,541330,D310,FULL AND OPEN COMPETITION,A,COST PLUS FIXED FEE,U,,,10.0,0.0,IN,False,False,False,,USAspending,O,True,False,True,False,False,False,False,False,False,Medium
CONT_AWD_W911S025FA044_9700_W911S024D0002_9700,W911S025FA044,W911S024D0002,DELIVERY ORDER,"AIM-KEYBRIDGE ALLIANCE, LLC","AIM-KEYBRIDGE ALLIANCE, LLC",HU3DRAAUDKK9,Department of Defense,DEPARTMENT OF DEFENSE,Department of the Army,DEPARTMENT OF THE ARMY,DEPARTMENT OF DEFENSE,2025-12-05,482262.83,482262.83,2025-09-17,2026-09-16,2026-09-16,541511,U008,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,D,FIRM FIXED PRICE,J,,,,0.0,KS,False,False,False,,USAspending,S,True,False,False,False,False,False,False,False,False,Low
CONT_AWD_FA460026P0002_9700_-NONE-_-NONE-,FA460026P0002,,PURCHASE ORDER,4ES CORPORATION,4ES CORPORATION,JMDYKVZCTZE5,Department of Defense,DEPARTMENT OF DEFENSE,Department of the Air Force,DEPARTMENT OF THE AIR FORCE,DEPARTMENT OF DEFENSE,2025-12-05,324443.4,1909613.16,2025-10-01,2026-09-30,2031-03-31,541512,R408,NOT COMPETED UNDER SAP,G,FIRM FIXED PRICE,J,8(A) SOLE SOURCE,8AN,1.0,0.0,NE,False,False,False,,USAspending,S,True,False,False,False,False,False,False,False,False,Low
CONT_AWD_HC102826F0039_9700_NNG15SD72B_8000,HC102826F0039,NNG15SD72B,DELIVERY ORDER,COLOSSAL CONTRACTING LLC,COLOSSAL CONTRACTING LLC,F4M9NB1HD785,Department of Defense,DEPARTMENT OF DEFENSE,Defense Information Systems Agency,DEFENSE INFORMATION SYSTEMS AGENCY,DEPARTMENT OF DEFENSE,2025-12-05,1132439.55,1132439.55,2025-12-05,2026-03-05,2026-03-05,541519,7E20,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,D,FIRM FIXED PRICE,J,SERVICE DISABLED VETERAN OWNED SMALL BUSINESS SET-ASIDE,SDVOSBC,4.0,1132439.55,MS,False,False,False,,USAspending,S,True,False,False,False,False,False,False,False,False,Low
CONT_AWD_HC102821C0015_9700_-NONE-_-NONE-,HC102821C0015,,DEFINITIVE CONTRACT,ALASKA NORTHSTAR RESOURCES LLC,ALASKA NORTHSTAR RESOURCES LLC,DUMUHNHQJZG5,Department of Defense,DEPARTMENT OF DEFENSE,Defense Information Systems Agency,DEFENSE INFORMATION SYSTEMS AGENCY,DEPARTMENT OF DEFENSE,2025-12-04,12113848.97,13528276.97,2021-08-19,2026-09-29,2026-09-29,541511,DA01,NOT COMPETED,C,FIRM FIXED PRICE,J,NO SET ASIDE USED.,NONE,1.0,0.0,VA,False,False,False,,USAspending,S,True,False,False,True,False,False,False,False,False,Medium
CONT_AWD_HQ085224F0001_9700_HQ085222D0001_9700,HQ085224F0001,HQ085222D0001,DELIVERY ORDER,NORTHROP GRUMMAN SYSTEMS CORPORATION,NORTHROP GRUMMAN SYSTEMS CORPORATION,DJUCEANK2KP4,Department of Defense,DEPARTMENT OF DEFENSE,Missile Defense Agency,MISSILE DEFENSE AGENCY,DEPARTMENT OF DEFENSE,2025-12-03,4204405.34,8408810.68,2024-04-15,2027-08-30,2027-08-30,541512,DA01,FULL AND OPEN COMPETITION,A,FIRM FIXED PRICE,J,,,1.0,2954825.39,VA,False,False,False,,USAspending,O,True,False,False,False,False,False,False,False,False,Medium
CONT_AWD_SP470922F0082_9700_SP470917D0132_9700,SP470922F0082,SP470917D0132,DELIVERY ORDER,CREATIVE SOLUTIONS CONSULTING INC,CREATIVE SOLUTIONS CONSULTING INC,FB5NJMZCJ9N3,Department of Defense,DEPARTMENT OF DEFENSE,Defense Logistics Agency,DEFENSE LOGISTICS AGENCY,DEPARTMENT OF DEFENSE,2025-12-03,7810950.22,8719837.21,2022-09-29,2025-09-28,2025-09-28,541519,DF01,FULL AND OPEN COMPETITION,A,FIRM FIXED PRICE,J,,,2.0,-15794.55,VA,False,False,False,,USAspending,S,True,False,False,False,False,False,False,False,False,Medium
CONT_AWD_N0018922FR001_9700_47QTCK18D0004_4732,N0018922FR001,47QTCK18D0004,DELIVERY ORDER,BOOZ ALLEN HAMILTON INC,BOOZ ALLEN HAMILTON INC,JCBMLGPE6Z71,Department of Defense,DEPARTMENT OF DEFENSE,Department of the Navy,DEPARTMENT OF THE NAVY,DEPARTMENT OF DEFENSE,2025-12-03,3002040.33,3798436.43,2021-10-28,2026-10-31,2026-10-31,541512,DJ10,FULL AND OPEN COMPETITION,A,FIRM FIXED PRICE,J,,,1.0,0.0,CA,False,False,False,,USAspending,O,True,True,False,False,False,False,False,False,True,Medium
